x_pos,y_pos,z_pos,joint1_angle,joint2_angle,joint3_angle,joint4_angle
0.201959,-0.060000,0.315000,-0.305941,-0.377733,-0.060176,-0.041251
0.202178,-0.060000,0.320000,-0.305610,-0.357794,-0.093091,-0.055992
0.202422,-0.060000,0.325000,-0.305242,-0.336578,-0.127520,-0.071009
0.202692,-0.060000,0.330000,-0.304836,-0.313982,-0.163618,-0.086333
0.202988,-0.060000,0.335000,-0.304392,-0.289878,-0.201576,-0.102008
0.203312,-0.060000,0.340000,-0.303909,-0.264107,-0.241632,-0.118073
0.203664,-0.060000,0.345000,-0.303385,-0.236464,-0.284083,-0.134588
0.204044,-0.060000,0.350000,-0.302820,-0.206686,-0.329305,-0.151639
0.203872,-0.055000,0.150000,-0.279164,-0.513710,0.552187,0.326753
0.203491,-0.055000,0.155000,-0.279691,-0.526494,0.545170,0.320404
0.203139,-0.055000,0.160000,-0.280179,-0.538065,0.537514,0.313421
0.202816,-0.055000,0.165000,-0.280630,-0.548445,0.529272,0.305756
0.202520,-0.055000,0.170000,-0.281043,-0.557669,0.520537,0.297288
0.202250,-0.055000,0.175000,-0.281421,-0.565774,0.511423,0.287865
0.202006,-0.055000,0.180000,-0.281764,-0.572770,0.501923,0.277523
0.201787,-0.055000,0.185000,-0.282072,-0.577957,0.488968,0.271281
0.201591,-0.055000,0.190000,-0.282348,-0.581975,0.475030,0.265196
0.201419,-0.055000,0.195000,-0.282591,-0.585200,0.461673,0.256748
0.201268,-0.055000,0.200000,-0.282804,-0.587460,0.448098,0.247253
0.201139,-0.055000,0.205000,-0.282987,-0.588708,0.434009,0.237217
0.201029,-0.055000,0.210000,-0.283143,-0.588958,0.419354,0.226751
0.200939,-0.055000,0.215000,-0.283272,-0.588237,0.404158,0.215833
0.200865,-0.055000,0.220000,-0.283376,-0.586597,0.388587,0.204200
0.200808,-0.055000,0.225000,-0.283457,-0.583922,0.371827,0.193250
0.200766,-0.055000,0.230000,-0.283517,-0.580322,0.354314,0.182269
0.200737,-0.055000,0.235000,-0.283558,-0.575846,0.336200,0.171015
0.200719,-0.055000,0.240000,-0.283583,-0.570520,0.317485,0.159499
0.200711,-0.055000,0.245000,-0.283595,-0.564369,0.298181,0.147709
0.200709,-0.055000,0.250000,-0.283598,-0.557419,0.278273,0.135686
0.200711,-0.055000,0.255000,-0.283595,-0.549694,0.257751,0.123454
0.200719,-0.055000,0.260000,-0.283583,-0.541176,0.236577,0.111025
0.200737,-0.055000,0.265000,-0.283558,-0.531845,0.214711,0.098406
0.200766,-0.055000,0.270000,-0.283517,-0.521684,0.192117,0.085601
0.200808,-0.055000,0.275000,-0.283457,-0.510678,0.168758,0.072614
0.200865,-0.055000,0.280000,-0.283376,-0.498808,0.144593,0.059446
0.200939,-0.055000,0.285000,-0.283272,-0.486053,0.119581,0.046091
0.201029,-0.055000,0.290000,-0.283143,-0.472392,0.093681,0.032536
0.201139,-0.055000,0.295000,-0.282987,-0.457794,0.066809,0.018830
0.201268,-0.055000,0.300000,-0.282804,-0.442229,0.038904,0.004974
0.201419,-0.055000,0.305000,-0.282591,-0.425657,0.009930,-0.009110
0.201591,-0.055000,0.310000,-0.282348,-0.408031,-0.020210,-0.023397
0.201787,-0.055000,0.315000,-0.282072,-0.389298,-0.051611,-0.037891
0.202006,-0.055000,0.320000,-0.281764,-0.369388,-0.084365,-0.052648
0.202250,-0.055000,0.325000,-0.281421,-0.348223,-0.118628,-0.067629
0.202520,-0.055000,0.330000,-0.281043,-0.325699,-0.154520,-0.082929
0.202816,-0.055000,0.335000,-0.280630,-0.301697,-0.192234,-0.098566
0.203139,-0.055000,0.340000,-0.280179,-0.276061,-0.232001,-0.114575
0.203491,-0.055000,0.345000,-0.279691,-0.248599,-0.274105,-0.131015
0.203872,-0.055000,0.350000,-0.279164,-0.219059,-0.318905,-0.147965
0.203721,-0.050000,0.150000,-0.255113,-0.525752,0.560018,0.331025
0.203341,-0.050000,0.155000,-0.255598,-0.538553,0.552927,0.324697
0.202989,-0.050000,0.160000,-0.256049,-0.550130,0.545204,0.317720
0.202665,-0.050000,0.165000,-0.256465,-0.560510,0.536908,0.310035
0.202369,-0.050000,0.170000,-0.256846,-0.569725,0.528128,0.301532
0.202099,-0.050000,0.175000,-0.257195,-0.577809,0.518954,0.292099
0.201855,-0.050000,0.180000,-0.257511,-0.584774,0.509392,0.281749
0.201636,-0.050000,0.185000,-0.257796,-0.589944,0.496510,0.275267
0.201441,-0.050000,0.190000,-0.258050,-0.593898,0.482488,0.269195
0.201268,-0.050000,0.195000,-0.258275,-0.597063,0.469069,0.260732
0.201118,-0.050000,0.200000,-0.258471,-0.599263,0.455455,0.251187
0.200989,-0.050000,0.205000,-0.258640,-0.600449,0.441339,0.241085
0.200879,-0.050000,0.210000,-0.258784,-0.600635,0.426671,0.230534
0.200788,-0.050000,0.215000,-0.258903,-0.599854,0.411499,0.219473
0.200715,-0.050000,0.220000,-0.258999,-0.598127,0.395824,0.207917
0.200658,-0.050000,0.225000,-0.259074,-0.595378,0.379044,0.196907
0.200616,-0.050000,0.230000,-0.259129,-0.591703,0.361520,0.185857
0.200587,-0.050000,0.235000,-0.259167,-0.587150,0.343385,0.174560
0.200569,-0.050000,0.240000,-0.259190,-0.581748,0.324664,0.162980
0.200561,-0.050000,0.245000,-0.259201,-0.575522,0.305355,0.151136
0.200559,-0.050000,0.250000,-0.259204,-0.568499,0.285446,0.139060
0.200561,-0.050000,0.255000,-0.259201,-0.560704,0.264927,0.126780
0.200569,-0.050000,0.260000,-0.259190,-0.552118,0.243758,0.114308
0.200587,-0.050000,0.265000,-0.259167,-0.542723,0.221904,0.101647
0.200616,-0.050000,0.270000,-0.259129,-0.532502,0.199330,0.088802
0.200658,-0.050000,0.275000,-0.259074,-0.521439,0.175996,0.075777
0.200715,-0.050000,0.280000,-0.258999,-0.509517,0.151865,0.062572
0.200788,-0.050000,0.285000,-0.258903,-0.496717,0.126900,0.049174
0.200879,-0.050000,0.290000,-0.258784,-0.483015,0.101043,0.035600
0.200989,-0.050000,0.295000,-0.258640,-0.468385,0.074215,0.021902
0.201118,-0.050000,0.300000,-0.258471,-0.452795,0.046391,0.008003
0.201268,-0.050000,0.305000,-0.258275,-0.436207,0.017496,-0.006089
0.201441,-0.050000,0.310000,-0.258050,-0.418577,-0.012557,-0.020364
0.201636,-0.050000,0.315000,-0.257796,-0.399851,-0.043818,-0.034919
0.201855,-0.050000,0.320000,-0.257511,-0.379965,-0.076479,-0.049591
0.202099,-0.050000,0.325000,-0.257195,-0.358838,-0.110580,-0.064575
0.202369,-0.050000,0.330000,-0.256846,-0.336374,-0.146289,-0.079858
0.202665,-0.050000,0.335000,-0.256465,-0.312456,-0.183789,-0.095464
0.202989,-0.050000,0.340000,-0.256049,-0.286936,-0.223302,-0.111428
0.203341,-0.050000,0.345000,-0.255598,-0.259627,-0.265101,-0.127805
0.203721,-0.050000,0.350000,-0.255113,-0.230289,-0.309532,-0.144669
0.203592,-0.045000,0.150000,-0.230693,-0.536736,0.567128,0.334857
0.203211,-0.045000,0.155000,-0.231136,-0.549575,0.560057,0.328409
0.202860,-0.045000,0.160000,-0.231547,-0.561163,0.552296,0.321399
0.202536,-0.045000,0.165000,-0.231926,-0.571532,0.543924,0.313738
0.202240,-0.045000,0.170000,-0.232274,-0.580723,0.535052,0.305282
0.201970,-0.045000,0.175000,-0.232592,-0.588782,0.525809,0.295856
0.201726,-0.045000,0.180000,-0.232881,-0.595717,0.516189,0.285498
0.201507,-0.045000,0.185000,-0.233141,-0.600872,0.503387,0.278774
0.201311,-0.045000,0.190000,-0.233373,-0.604770,0.489311,0.272678
0.201139,-0.045000,0.195000,-0.233578,-0.607879,0.475845,0.264179
0.200989,-0.045000,0.200000,-0.233757,-0.610021,0.462194,0.254590
0.200859,-0.045000,0.205000,-0.233911,-0.611147,0.448048,0.244433
0.200750,-0.045000,0.210000,-0.234042,-0.611272,0.433365,0.233806
0.200659,-0.045000,0.215000,-0.234151,-0.610436,0.418235,0.222578
0.200585,-0.045000,0.220000,-0.234238,-0.608614,0.402392,0.211212
0.200528,-0.045000,0.225000,-0.234307,-0.605796,0.385600,0.200135
0.200486,-0.045000,0.230000,-0.234357,-0.602050,0.368074,0.189006
0.200457,-0.045000,0.235000,-0.234392,-0.597423,0.349916,0.177669
0.200440,-0.045000,0.240000,-0.234413,-0.591950,0.331187,0.166037
0.200431,-0.045000,0.245000,-0.234423,-0.585653,0.311869,0.154145
0.200430,-0.045000,0.250000,-0.234425,-0.578561,0.291954,0.142026
0.200431,-0.045000,0.255000,-0.234423,-0.570698,0.271430,0.129711
0.200440,-0.045000,0.260000,-0.234413,-0.562047,0.250262,0.117205
0.200457,-0.045000,0.265000,-0.234392,-0.552590,0.228415,0.104511
0.200486,-0.045000,0.270000,-0.234357,-0.542311,0.205852,0.091635
0.200528,-0.045000,0.275000,-0.234307,-0.531194,0.182536,0.078580
0.200585,-0.045000,0.280000,-0.234238,-0.519222,0.158433,0.065341
0.200659,-0.045000,0.285000,-0.234151,-0.506377,0.133504,0.051911
0.200750,-0.045000,0.290000,-0.234042,-0.492635,0.107672,0.038346
0.200859,-0.045000,0.295000,-0.233911,-0.477972,0.080896,0.024621
0.200989,-0.045000,0.300000,-0.233757,-0.462356,0.053136,0.010697
0.201139,-0.045000,0.305000,-0.233578,-0.445751,0.024299,-0.003382
0.201311,-0.045000,0.310000,-0.233372,-0.428113,-0.005634,-0.017739
0.201507,-0.045000,0.315000,-0.233141,-0.409391,-0.036868,-0.032152
0.201726,-0.045000,0.320000,-0.232881,-0.389520,-0.069397,-0.046859
0.201970,-0.045000,0.325000,-0.232592,-0.368424,-0.103360,-0.061841
0.202240,-0.045000,0.330000,-0.232274,-0.346009,-0.138908,-0.077110
0.202536,-0.045000,0.335000,-0.231926,-0.322161,-0.176220,-0.092692
0.202860,-0.045000,0.340000,-0.231547,-0.296737,-0.215511,-0.108619
0.203211,-0.045000,0.345000,-0.231136,-0.269558,-0.257046,-0.124942
0.203592,-0.045000,0.350000,-0.230693,-0.240393,-0.301157,-0.141731
0.203482,-0.040000,0.150000,-0.205935,-0.546645,0.573552,0.338187
0.203102,-0.040000,0.155000,-0.206334,-0.559503,0.566450,0.331707
0.202750,-0.040000,0.160000,-0.206703,-0.571106,0.558680,0.324625
0.202426,-0.040000,0.165000,-0.207045,-0.581474,0.550277,0.316924
0.202130,-0.040000,0.170000,-0.207358,-0.590641,0.541321,0.308508
0.201860,-0.040000,0.175000,-0.207644,-0.598671,0.532004,0.299108
0.201616,-0.040000,0.180000,-0.207904,-0.605575,0.522324,0.288751
0.201397,-0.040000,0.185000,-0.208138,-0.610721,0.509619,0.281769
0.201202,-0.040000,0.190000,-0.208347,-0.614573,0.495520,0.275603
0.201029,-0.040000,0.195000,-0.208531,-0.617632,0.482031,0.267043
0.200879,-0.040000,0.200000,-0.208692,-0.619719,0.468344,0.257412
0.200750,-0.040000,0.205000,-0.208831,-0.620786,0.454165,0.247213
0.200640,-0.040000,0.210000,-0.208949,-0.620851,0.439463,0.236524
0.200549,-0.040000,0.215000,-0.209047,-0.619969,0.424394,0.225103
0.200476,-0.040000,0.220000,-0.209126,-0.618045,0.408331,0.214019
0.200419,-0.040000,0.225000,-0.209187,-0.615162,0.391535,0.202866
0.200377,-0.040000,0.230000,-0.209233,-0.611349,0.373992,0.191689
0.200348,-0.040000,0.235000,-0.209264,-0.606653,0.355818,0.180309
0.200330,-0.040000,0.240000,-0.209283,-0.601112,0.337074,0.168636
0.200322,-0.040000,0.245000,-0.209292,-0.594748,0.317744,0.156707
0.200320,-0.040000,0.250000,-0.209294,-0.587589,0.297816,0.144562
0.200322,-0.040000,0.255000,-0.209292,-0.579663,0.277280,0.132224
0.200330,-0.040000,0.260000,-0.209283,-0.570951,0.256106,0.119696
0.200348,-0.040000,0.265000,-0.209264,-0.561435,0.234256,0.106982
0.200377,-0.040000,0.270000,-0.209233,-0.551101,0.211697,0.094086
0.200419,-0.040000,0.275000,-0.209187,-0.539932,0.188393,0.081011
0.200476,-0.040000,0.280000,-0.209126,-0.527913,0.164310,0.067746
0.200549,-0.040000,0.285000,-0.209047,-0.515025,0.139399,0.054310
0.200640,-0.040000,0.290000,-0.208949,-0.501245,0.113588,0.040747
0.200750,-0.040000,0.295000,-0.208831,-0.486549,0.086864,0.026986
0.200879,-0.040000,0.300000,-0.208692,-0.470907,0.059141,0.013073
0.201029,-0.040000,0.305000,-0.208531,-0.454284,0.030396,-0.001079
0.201202,-0.040000,0.310000,-0.208347,-0.436636,0.000445,-0.015265
0.201397,-0.040000,0.315000,-0.208138,-0.417914,-0.030686,-0.029719
0.201616,-0.040000,0.320000,-0.207904,-0.398054,-0.063109,-0.044436
0.201860,-0.040000,0.325000,-0.207644,-0.376981,-0.096951,-0.059419
0.202130,-0.040000,0.330000,-0.207358,-0.354606,-0.132360,-0.074680
0.202426,-0.040000,0.335000,-0.207045,-0.330815,-0.169510,-0.090241
0.202750,-0.040000,0.340000,-0.206703,-0.305472,-0.208609,-0.106137
0.203102,-0.040000,0.345000,-0.206334,-0.278403,-0.249914,-0.122415
0.203482,-0.040000,0.350000,-0.205935,-0.249384,-0.293749,-0.139142
0.203391,-0.035000,0.150000,-0.180873,-0.555453,0.579291,0.341004
0.203011,-0.035000,0.155000,-0.181225,-0.568352,0.572247,0.334359
0.202659,-0.035000,0.160000,-0.181552,-0.579963,0.564457,0.327232
0.202336,-0.035000,0.165000,-0.181854,-0.590320,0.555998,0.319536
0.202039,-0.035000,0.170000,-0.182131,-0.599465,0.546977,0.311141
0.201770,-0.035000,0.175000,-0.182385,-0.607459,0.537565,0.301805
0.201526,-0.035000,0.180000,-0.182614,-0.614330,0.527818,0.291471
0.201306,-0.035000,0.185000,-0.182821,-0.619476,0.515233,0.284202
0.201111,-0.035000,0.190000,-0.183006,-0.623293,0.501154,0.277908
0.200939,-0.035000,0.195000,-0.183169,-0.626312,0.487668,0.269250
0.200788,-0.035000,0.200000,-0.183312,-0.628346,0.473948,0.259583
0.200659,-0.035000,0.205000,-0.183435,-0.629356,0.459731,0.249359
0.200549,-0.035000,0.210000,-0.183539,-0.629363,0.445002,0.238627
0.200458,-0.035000,0.215000,-0.183625,-0.628424,0.429920,0.227144
0.200385,-0.035000,0.220000,-0.183695,-0.626407,0.413671,0.216294
0.200328,-0.035000,0.225000,-0.183750,-0.623468,0.396892,0.205036
0.200286,-0.035000,0.230000,-0.183790,-0.619588,0.379311,0.193851
0.200257,-0.035000,0.235000,-0.183818,-0.614830,0.361122,0.182429
0.200239,-0.035000,0.240000,-0.183834,-0.609225,0.342360,0.170727
0.200231,-0.035000,0.245000,-0.183842,-0.602798,0.323008,0.158781
0.200229,-0.035000,0.250000,-0.183844,-0.595577,0.303057,0.146627
0.200231,-0.035000,0.255000,-0.183842,-0.587590,0.282501,0.134284
0.200239,-0.035000,0.260000,-0.183834,-0.578820,0.261311,0.121752
0.200257,-0.035000,0.265000,-0.183818,-0.569249,0.239450,0.109034
0.200286,-0.035000,0.270000,-0.183790,-0.558863,0.216885,0.096135
0.200328,-0.035000,0.275000,-0.183750,-0.547646,0.193582,0.083053
0.200385,-0.035000,0.280000,-0.183695,-0.535582,0.169509,0.069778
0.200458,-0.035000,0.285000,-0.183625,-0.522653,0.144598,0.056361
0.200549,-0.035000,0.290000,-0.183539,-0.508837,0.118817,0.042778
0.200659,-0.035000,0.295000,-0.183435,-0.494111,0.092122,0.029012
0.200788,-0.035000,0.300000,-0.183312,-0.478444,0.064446,0.015076
0.200939,-0.035000,0.305000,-0.183169,-0.461801,0.035662,0.001090
0.201111,-0.035000,0.310000,-0.183006,-0.444143,0.005782,-0.013121
0.201306,-0.035000,0.315000,-0.182821,-0.425418,-0.025268,-0.027596
0.201526,-0.035000,0.320000,-0.182614,-0.405565,-0.057601,-0.042322
0.201770,-0.035000,0.325000,-0.182385,-0.384510,-0.091341,-0.057305
0.202039,-0.035000,0.330000,-0.182131,-0.362166,-0.126631,-0.072558
0.202336,-0.035000,0.335000,-0.181854,-0.338423,-0.163642,-0.088102
0.202659,-0.035000,0.340000,-0.181552,-0.313147,-0.202576,-0.103974
0.203011,-0.035000,0.345000,-0.181225,-0.286168,-0.243685,-0.120215
0.203391,-0.035000,0.350000,-0.180873,-0.257271,-0.287284,-0.136891
0.203318,-0.030000,0.150000,-0.155540,-0.563165,0.584430,0.343168
0.202938,-0.030000,0.155000,-0.155845,-0.576079,0.577372,0.336482
0.202586,-0.030000,0.160000,-0.156128,-0.587714,0.569628,0.329212
0.202262,-0.030000,0.165000,-0.156389,-0.598069,0.561160,0.321457
0.201966,-0.030000,0.170000,-0.156629,-0.607186,0.552055,0.313119
0.201696,-0.030000,0.175000,-0.156848,-0.615134,0.542514,0.303912
0.201452,-0.030000,0.180000,-0.157047,-0.621970,0.532700,0.293609
0.201233,-0.030000,0.185000,-0.157226,-0.627130,0.520284,0.285985
0.201038,-0.030000,0.190000,-0.157386,-0.630929,0.506276,0.279492
0.200865,-0.030000,0.195000,-0.157527,-0.633917,0.492823,0.270697
0.200715,-0.030000,0.200000,-0.157651,-0.635901,0.479071,0.261000
0.200585,-0.030000,0.205000,-0.157757,-0.636854,0.464806,0.250774
0.200476,-0.030000,0.210000,-0.157847,-0.636803,0.450034,0.240034
0.200385,-0.030000,0.215000,-0.157922,-0.635769,0.434733,0.228838
0.200312,-0.030000,0.220000,-0.157983,-0.633697,0.418471,0.217937
0.200255,-0.030000,0.225000,-0.158030,-0.630709,0.401715,0.206572
0.200212,-0.030000,0.230000,-0.158065,-0.626766,0.384086,0.195404
0.200183,-0.030000,0.235000,-0.158089,-0.621948,0.365876,0.183957
0.200166,-0.030000,0.240000,-0.158103,-0.616283,0.347088,0.172241
0.200158,-0.030000,0.245000,-0.158110,-0.609796,0.327703,0.160302
0.200156,-0.030000,0.250000,-0.158111,-0.602517,0.307718,0.148162
0.200158,-0.030000,0.255000,-0.158110,-0.594473,0.287131,0.135834
0.200166,-0.030000,0.260000,-0.158103,-0.585649,0.265911,0.123323
0.200183,-0.030000,0.265000,-0.158089,-0.576027,0.244025,0.110626
0.200212,-0.030000,0.270000,-0.158065,-0.565592,0.221441,0.097745
0.200255,-0.030000,0.275000,-0.158030,-0.554330,0.198126,0.084678
0.200312,-0.030000,0.280000,-0.157983,-0.542225,0.174046,0.071420
0.200385,-0.030000,0.285000,-0.157922,-0.529258,0.149130,0.058029
0.200476,-0.030000,0.290000,-0.157847,-0.515409,0.123371,0.044430
0.200585,-0.030000,0.295000,-0.157757,-0.500653,0.096672,0.030711
0.200715,-0.030000,0.300000,-0.157651,-0.484961,0.068960,0.016904
0.200865,-0.030000,0.305000,-0.157527,-0.468301,0.040203,0.002941
0.201038,-0.030000,0.310000,-0.157386,-0.450632,0.010384,-0.011296
0.201233,-0.030000,0.315000,-0.157226,-0.431903,-0.020602,-0.025781
0.201452,-0.030000,0.320000,-0.157047,-0.412053,-0.052862,-0.040511
0.201696,-0.030000,0.325000,-0.156848,-0.391012,-0.086516,-0.055492
0.201966,-0.030000,0.330000,-0.156629,-0.368693,-0.121707,-0.070738
0.202262,-0.030000,0.335000,-0.156390,-0.344988,-0.158600,-0.086269
0.202586,-0.030000,0.340000,-0.156128,-0.319766,-0.197395,-0.102120
0.202938,-0.030000,0.345000,-0.155845,-0.292863,-0.238339,-0.118332
0.203318,-0.030000,0.350000,-0.155540,-0.264067,-0.281739,-0.134966
0.203261,-0.025000,0.150000,-0.129974,-0.569809,0.589122,0.344443
0.202881,-0.025000,0.155000,-0.130231,-0.582723,0.582015,0.337774
0.202529,-0.025000,0.160000,-0.130468,-0.594346,0.574212,0.330536
0.202205,-0.025000,0.165000,-0.130688,-0.604704,0.565753,0.322703
0.201909,-0.025000,0.170000,-0.130889,-0.613794,0.556583,0.314401
0.201639,-0.025000,0.175000,-0.131073,-0.621694,0.546909,0.305337
0.201395,-0.025000,0.180000,-0.131240,-0.628489,0.537003,0.295113
0.201176,-0.025000,0.185000,-0.131391,-0.633694,0.524866,0.286968
0.200981,-0.025000,0.190000,-0.131525,-0.637491,0.510990,0.280188
0.200808,-0.025000,0.195000,-0.131644,-0.640453,0.497586,0.271238
0.200658,-0.025000,0.200000,-0.131747,-0.642387,0.483795,0.261530
0.200528,-0.025000,0.205000,-0.131837,-0.643282,0.469466,0.251334
0.200419,-0.025000,0.210000,-0.131913,-0.643170,0.454619,0.240646
0.200328,-0.025000,0.215000,-0.131976,-0.642038,0.439067,0.229800
0.200255,-0.025000,0.220000,-0.132026,-0.639929,0.422856,0.218749
0.200198,-0.025000,0.225000,-0.132066,-0.636883,0.406054,0.207398
0.200155,-0.025000,0.230000,-0.132095,-0.632881,0.388382,0.196241
0.200126,-0.025000,0.235000,-0.132115,-0.628008,0.370143,0.184788
0.200109,-0.025000,0.240000,-0.132128,-0.622287,0.351315,0.173088
0.200101,-0.025000,0.245000,-0.132133,-0.615744,0.331885,0.161180
0.200099,-0.025000,0.250000,-0.132134,-0.608409,0.311856,0.149075
0.200101,-0.025000,0.255000,-0.132133,-0.600313,0.291223,0.136792
0.200109,-0.025000,0.260000,-0.132128,-0.591438,0.269957,0.124330
0.200126,-0.025000,0.265000,-0.132115,-0.581767,0.248028,0.111687
0.200155,-0.025000,0.270000,-0.132095,-0.571287,0.225406,0.098857
0.200198,-0.025000,0.275000,-0.132066,-0.559983,0.202062,0.085834
0.200255,-0.025000,0.280000,-0.132026,-0.547839,0.177951,0.072634
0.200328,-0.025000,0.285000,-0.131976,-0.534837,0.153021,0.059276
0.200419,-0.025000,0.290000,-0.131913,-0.520956,0.127231,0.045757
0.200528,-0.025000,0.295000,-0.131837,-0.506173,0.100507,0.032118
0.200658,-0.025000,0.300000,-0.131747,-0.490459,0.072755,0.018433
0.200808,-0.025000,0.305000,-0.131644,-0.473783,0.044041,0.004448
0.200981,-0.025000,0.310000,-0.131525,-0.456103,0.014262,-0.009792
0.201176,-0.025000,0.315000,-0.131391,-0.437369,-0.016676,-0.024276
0.201395,-0.025000,0.320000,-0.131240,-0.417522,-0.048879,-0.039001
0.201639,-0.025000,0.325000,-0.131073,-0.396491,-0.082466,-0.053977
0.201909,-0.025000,0.330000,-0.130889,-0.374190,-0.117575,-0.069214
0.202205,-0.025000,0.335000,-0.130688,-0.350516,-0.154371,-0.084736
0.202529,-0.025000,0.340000,-0.130468,-0.325338,-0.193052,-0.100570
0.202881,-0.025000,0.345000,-0.130231,-0.298495,-0.233859,-0.116758
0.203261,-0.025000,0.350000,-0.129974,-0.269781,-0.277095,-0.133357
0.203219,-0.020000,0.150000,-0.104213,-0.575338,0.593248,0.345013
0.202838,-0.020000,0.155000,-0.104420,-0.588268,0.586168,0.338253
0.202487,-0.020000,0.160000,-0.104611,-0.599880,0.578321,0.331030
0.202163,-0.020000,0.165000,-0.104788,-0.610213,0.569789,0.323255
0.201867,-0.020000,0.170000,-0.104950,-0.619280,0.560564,0.314981
0.201597,-0.020000,0.175000,-0.105098,-0.627135,0.550780,0.306036
0.201353,-0.020000,0.180000,-0.105233,-0.633876,0.540731,0.295980
0.201134,-0.020000,0.185000,-0.105354,-0.639197,0.529151,0.286880
0.200938,-0.020000,0.190000,-0.105462,-0.643008,0.515458,0.279737
0.200766,-0.020000,0.195000,-0.105557,-0.645937,0.502070,0.270695
0.200616,-0.020000,0.200000,-0.105641,-0.647816,0.488207,0.261035
0.200486,-0.020000,0.205000,-0.105713,-0.648651,0.473795,0.250910
0.200377,-0.020000,0.210000,-0.105774,-0.648467,0.458817,0.240374
0.200286,-0.020000,0.215000,-0.105825,-0.647288,0.443244,0.229500
0.200212,-0.020000,0.220000,-0.105866,-0.645112,0.426927,0.218565
0.200155,-0.020000,0.225000,-0.105897,-0.641991,0.409963,0.207429
0.200113,-0.020000,0.230000,-0.105921,-0.637939,0.392260,0.196273
0.200084,-0.020000,0.235000,-0.105937,-0.633014,0.373983,0.184833
0.200067,-0.020000,0.240000,-0.105947,-0.627239,0.355101,0.173178
0.200058,-0.020000,0.245000,-0.105952,-0.620644,0.335620,0.161314
0.200057,-0.020000,0.250000,-0.105953,-0.613258,0.315536,0.149264
0.200058,-0.020000,0.255000,-0.105952,-0.605112,0.294845,0.137048
0.200067,-0.020000,0.260000,-0.105947,-0.596189,0.273519,0.124665
0.200084,-0.020000,0.265000,-0.105937,-0.586473,0.251527,0.112109
0.200113,-0.020000,0.270000,-0.105921,-0.575950,0.228844,0.099370
0.200155,-0.020000,0.275000,-0.105897,-0.564607,0.205446,0.086434
0.200212,-0.020000,0.280000,-0.105866,-0.552426,0.181271,0.073346
0.200286,-0.020000,0.285000,-0.105825,-0.539391,0.156293,0.060082
0.200377,-0.020000,0.290000,-0.105774,-0.525483,0.130489,0.046601
0.200486,-0.020000,0.295000,-0.105713,-0.510672,0.103627,0.033248
0.200616,-0.020000,0.300000,-0.105641,-0.494940,0.075898,0.019555
0.200766,-0.020000,0.305000,-0.105557,-0.478249,0.047198,0.005588
0.200938,-0.020000,0.310000,-0.105462,-0.460559,0.017438,-0.008627
0.201134,-0.020000,0.315000,-0.105354,-0.441820,-0.013473,-0.023088
0.201353,-0.020000,0.320000,-0.105233,-0.421974,-0.045638,-0.037796
0.201597,-0.020000,0.325000,-0.105098,-0.400950,-0.079175,-0.052758
0.201867,-0.020000,0.330000,-0.104950,-0.378664,-0.114221,-0.067985
0.202163,-0.020000,0.335000,-0.104788,-0.355013,-0.150941,-0.083495
0.202487,-0.020000,0.340000,-0.104611,-0.329869,-0.189531,-0.099315
0.202838,-0.020000,0.345000,-0.104420,-0.303073,-0.230229,-0.115484
0.203219,-0.020000,0.350000,-0.104213,-0.274424,-0.273334,-0.132058
0.203190,-0.015000,0.150000,-0.078296,-0.579709,0.596706,0.345042
0.202809,-0.015000,0.155000,-0.078451,-0.592649,0.589642,0.338215
0.202458,-0.015000,0.160000,-0.078595,-0.604268,0.581818,0.330912
0.202134,-0.015000,0.165000,-0.078729,-0.614590,0.573269,0.323119
0.201838,-0.015000,0.170000,-0.078851,-0.623625,0.563969,0.314916
0.201568,-0.015000,0.175000,-0.078963,-0.631429,0.554045,0.306144
0.201324,-0.015000,0.180000,-0.079064,-0.638163,0.544033,0.295980
0.201105,-0.015000,0.185000,-0.079155,-0.643698,0.533392,0.285317
0.200909,-0.015000,0.190000,-0.079237,-0.647523,0.519890,0.277808
0.200737,-0.015000,0.195000,-0.079309,-0.650379,0.506344,0.268961
0.200587,-0.015000,0.200000,-0.079372,-0.652184,0.492330,0.259488
0.200457,-0.015000,0.205000,-0.079426,-0.652956,0.477808,0.249485
0.200348,-0.015000,0.210000,-0.079472,-0.652706,0.462702,0.239102
0.200257,-0.015000,0.215000,-0.079510,-0.651467,0.447037,0.228325
0.200183,-0.015000,0.220000,-0.079541,-0.649229,0.430609,0.217522
0.200126,-0.015000,0.225000,-0.079565,-0.646036,0.413473,0.206626
0.200084,-0.015000,0.230000,-0.079583,-0.641936,0.395721,0.195504
0.200055,-0.015000,0.235000,-0.079595,-0.636962,0.377389,0.184112
0.200038,-0.015000,0.240000,-0.079603,-0.631139,0.358454,0.172506
0.200029,-0.015000,0.245000,-0.079606,-0.624497,0.338924,0.160686
0.200028,-0.015000,0.250000,-0.079607,-0.617066,0.318788,0.148691
0.200029,-0.015000,0.255000,-0.079606,-0.608876,0.298042,0.136538
0.200038,-0.015000,0.260000,-0.079603,-0.599910,0.276655,0.124231
0.200055,-0.015000,0.265000,-0.079595,-0.590152,0.254595,0.111773
0.200084,-0.015000,0.270000,-0.079583,-0.579589,0.231838,0.099147
0.200126,-0.015000,0.275000,-0.079565,-0.568209,0.208364,0.086335
0.200183,-0.015000,0.280000,-0.079541,-0.555991,0.184074,0.073450
