x_pos,y_pos,z_pos,joint1_angle,joint2_angle,joint3_angle,joint4_angle
0.207200,-0.060000,0.310000,-0.298211,-0.359076,-0.056228,-0.038172
0.207825,-0.060000,0.315000,-0.297314,-0.337218,-0.090515,-0.053590
0.208500,-0.060000,0.320000,-0.296352,-0.313884,-0.126516,-0.069346
0.209225,-0.060000,0.325000,-0.295325,-0.288961,-0.164409,-0.085475
0.210000,-0.060000,0.330000,-0.294235,-0.262301,-0.204409,-0.102039
0.210825,-0.060000,0.335000,-0.293083,-0.233718,-0.246797,-0.119096
0.211700,-0.060000,0.340000,-0.291870,-0.202968,-0.291927,-0.136727
0.212625,-0.060000,0.345000,-0.290599,-0.169722,-0.340263,-0.155050
0.213600,-0.060000,0.350000,-0.289271,-0.133534,-0.392432,-0.174228
0.213025,-0.055000,0.150000,-0.267062,-0.443336,0.507581,0.296376
0.212050,-0.055000,0.155000,-0.268302,-0.460504,0.503547,0.292553
0.211125,-0.055000,0.160000,-0.269489,-0.476373,0.498734,0.288009
0.210250,-0.055000,0.165000,-0.270622,-0.490941,0.493177,0.282712
0.209425,-0.055000,0.170000,-0.271698,-0.504215,0.486940,0.276582
0.208650,-0.055000,0.175000,-0.272716,-0.516213,0.480132,0.269464
0.207925,-0.055000,0.180000,-0.273676,-0.526977,0.472962,0.261041
0.207250,-0.055000,0.185000,-0.274575,-0.536081,0.463484,0.254522
0.206625,-0.055000,0.190000,-0.275413,-0.543525,0.451547,0.250215
0.206050,-0.055000,0.195000,-0.276188,-0.549952,0.440067,0.243362
0.205525,-0.055000,0.200000,-0.276900,-0.555204,0.428297,0.235202
0.205050,-0.055000,0.205000,-0.277547,-0.559214,0.415870,0.226362
0.204625,-0.055000,0.210000,-0.278128,-0.561981,0.402716,0.216978
0.204250,-0.055000,0.215000,-0.278643,-0.563522,0.388843,0.207056
0.203925,-0.055000,0.220000,-0.279091,-0.563890,0.374466,0.196243
0.203650,-0.055000,0.225000,-0.279471,-0.562965,0.358761,0.185956
0.203425,-0.055000,0.230000,-0.279782,-0.560835,0.342120,0.175545
0.203250,-0.055000,0.235000,-0.280025,-0.557546,0.324698,0.164754
0.203125,-0.055000,0.240000,-0.280199,-0.553112,0.306481,0.153605
0.203050,-0.055000,0.245000,-0.280303,-0.547548,0.287482,0.142071
0.203025,-0.055000,0.250000,-0.280338,-0.540865,0.267669,0.130195
0.203050,-0.055000,0.255000,-0.280303,-0.533071,0.247023,0.117994
0.203125,-0.055000,0.260000,-0.280199,-0.524174,0.225514,0.105494
0.203250,-0.055000,0.265000,-0.280025,-0.514176,0.203113,0.092711
0.203425,-0.055000,0.270000,-0.279782,-0.503080,0.179791,0.079657
0.203650,-0.055000,0.275000,-0.279471,-0.490882,0.155511,0.066343
0.203925,-0.055000,0.280000,-0.279091,-0.477575,0.130232,0.052776
0.204250,-0.055000,0.285000,-0.278643,-0.463147,0.103911,0.038955
0.204625,-0.055000,0.290000,-0.278128,-0.447581,0.076499,0.024872
0.205050,-0.055000,0.295000,-0.277547,-0.430850,0.047924,0.010542
0.205525,-0.055000,0.300000,-0.276900,-0.412923,0.018095,-0.004001
0.206050,-0.055000,0.305000,-0.276188,-0.393757,-0.013050,-0.018810
0.206625,-0.055000,0.310000,-0.275413,-0.373297,-0.045602,-0.033920
0.207250,-0.055000,0.315000,-0.274575,-0.351476,-0.079690,-0.049324
0.207925,-0.055000,0.320000,-0.273676,-0.328207,-0.115459,-0.065047
0.208650,-0.055000,0.325000,-0.272716,-0.303380,-0.153074,-0.081134
0.209425,-0.055000,0.330000,-0.271698,-0.276857,-0.192745,-0.097636
0.210250,-0.055000,0.335000,-0.270622,-0.248462,-0.234737,-0.114606
0.211125,-0.055000,0.340000,-0.269489,-0.217964,-0.279387,-0.132120
0.212050,-0.055000,0.345000,-0.268302,-0.185058,-0.327131,-0.150285
0.213025,-0.055000,0.350000,-0.267062,-0.149328,-0.378553,-0.169250
0.212500,-0.050000,0.150000,-0.244392,-0.457441,0.517033,0.301831
0.211525,-0.050000,0.155000,-0.245539,-0.474704,0.512983,0.297950
0.210600,-0.050000,0.160000,-0.246637,-0.490646,0.508123,0.293390
0.209725,-0.050000,0.165000,-0.247684,-0.505272,0.502520,0.288066
0.208900,-0.050000,0.170000,-0.248680,-0.518593,0.496252,0.281881
0.208125,-0.050000,0.175000,-0.249622,-0.530619,0.489388,0.274744
0.207400,-0.050000,0.180000,-0.250510,-0.541406,0.482189,0.266255
0.206725,-0.050000,0.185000,-0.251342,-0.550514,0.472698,0.259636
0.206100,-0.050000,0.190000,-0.252118,-0.557932,0.460698,0.255300
0.205525,-0.050000,0.195000,-0.252836,-0.564328,0.449156,0.248420
0.205000,-0.050000,0.200000,-0.253494,-0.569546,0.437350,0.240194
0.204525,-0.050000,0.205000,-0.254093,-0.573515,0.424898,0.231271
0.204100,-0.050000,0.210000,-0.254631,-0.576234,0.411732,0.221787
0.203725,-0.050000,0.215000,-0.255108,-0.577726,0.397879,0.211714
0.203400,-0.050000,0.220000,-0.255523,-0.578024,0.383438,0.200897
0.203125,-0.050000,0.225000,-0.255874,-0.577024,0.367694,0.190568
0.202900,-0.050000,0.230000,-0.256163,-0.574818,0.351032,0.180091
0.202725,-0.050000,0.235000,-0.256388,-0.571449,0.333590,0.169240
0.202600,-0.050000,0.240000,-0.256549,-0.566934,0.315369,0.158014
0.202525,-0.050000,0.245000,-0.256645,-0.561287,0.296367,0.146413
0.202500,-0.050000,0.250000,-0.256678,-0.554522,0.276558,0.134469
0.202525,-0.050000,0.255000,-0.256645,-0.546646,0.255920,0.122208
0.202600,-0.050000,0.260000,-0.256549,-0.537667,0.234424,0.109652
0.202725,-0.050000,0.265000,-0.256388,-0.527592,0.212046,0.096817
0.202900,-0.050000,0.270000,-0.256163,-0.516422,0.188754,0.083714
0.203125,-0.050000,0.275000,-0.255874,-0.504154,0.164514,0.070354
0.203400,-0.050000,0.280000,-0.255523,-0.490784,0.139287,0.056744
0.203725,-0.050000,0.285000,-0.255108,-0.476300,0.113033,0.042878
0.204100,-0.050000,0.290000,-0.254631,-0.460687,0.085699,0.028759
0.204525,-0.050000,0.295000,-0.254093,-0.443919,0.057198,0.014436
0.205000,-0.050000,0.300000,-0.253494,-0.425966,0.027475,-0.000123
0.205525,-0.050000,0.305000,-0.252836,-0.406789,-0.003534,-0.014961
0.206100,-0.050000,0.310000,-0.252118,-0.386335,-0.035943,-0.030060
0.206725,-0.050000,0.315000,-0.251342,-0.364540,-0.069863,-0.045444
0.207400,-0.050000,0.320000,-0.250510,-0.341318,-0.105412,-0.061175
0.208125,-0.050000,0.325000,-0.249622,-0.316570,-0.142796,-0.077203
0.208900,-0.050000,0.330000,-0.248680,-0.290161,-0.182176,-0.093656
0.209725,-0.050000,0.335000,-0.247684,-0.261922,-0.223821,-0.110557
0.210600,-0.050000,0.340000,-0.246637,-0.231637,-0.268052,-0.127974
0.211525,-0.050000,0.345000,-0.245539,-0.199017,-0.315281,-0.146006
0.212500,-0.050000,0.350000,-0.244392,-0.163674,-0.366058,-0.164792
0.212025,-0.045000,0.150000,-0.221288,-0.470355,0.525569,0.306886
0.211050,-0.045000,0.155000,-0.222336,-0.487717,0.521544,0.302885
0.210125,-0.045000,0.160000,-0.223340,-0.503742,0.516710,0.298197
0.209250,-0.045000,0.165000,-0.224298,-0.518425,0.511088,0.292811
0.208425,-0.045000,0.170000,-0.225209,-0.531780,0.504761,0.286621
0.207650,-0.045000,0.175000,-0.226071,-0.543831,0.497849,0.279459
0.206925,-0.045000,0.180000,-0.226883,-0.554632,0.490604,0.270940
0.206250,-0.045000,0.185000,-0.227645,-0.563746,0.481113,0.264205
0.205625,-0.045000,0.190000,-0.228354,-0.571140,0.469069,0.259815
0.205050,-0.045000,0.195000,-0.229011,-0.577507,0.457485,0.252884
0.204525,-0.045000,0.200000,-0.229614,-0.582691,0.445645,0.244595
0.204050,-0.045000,0.205000,-0.230162,-0.586618,0.433168,0.235598
0.203625,-0.045000,0.210000,-0.230654,-0.589290,0.419989,0.226019
0.203250,-0.045000,0.215000,-0.231091,-0.590736,0.406169,0.215778
0.202925,-0.045000,0.220000,-0.231470,-0.590950,0.391586,0.205094
0.202650,-0.045000,0.225000,-0.231792,-0.589882,0.375823,0.194694
0.202425,-0.045000,0.230000,-0.232056,-0.587605,0.359158,0.184125
0.202250,-0.045000,0.235000,-0.232262,-0.584158,0.341692,0.173225
0.202125,-0.045000,0.240000,-0.232409,-0.579564,0.323464,0.161930
0.202050,-0.045000,0.245000,-0.232498,-0.573838,0.304455,0.150269
0.202025,-0.045000,0.250000,-0.232527,-0.566992,0.284644,0.138268
0.202050,-0.045000,0.255000,-0.232498,-0.559036,0.264006,0.125958
0.202125,-0.045000,0.260000,-0.232409,-0.549980,0.242517,0.113357
0.202250,-0.045000,0.265000,-0.232262,-0.539828,0.220153,0.100479
0.202425,-0.045000,0.270000,-0.232056,-0.528585,0.196883,0.087335
0.202650,-0.045000,0.275000,-0.231792,-0.516250,0.172674,0.073938
0.202925,-0.045000,0.280000,-0.231470,-0.502817,0.147490,0.060288
0.203250,-0.045000,0.285000,-0.231091,-0.488278,0.121292,0.046382
0.203625,-0.045000,0.290000,-0.230654,-0.472615,0.094009,0.032259
0.204050,-0.045000,0.295000,-0.230162,-0.455808,0.065577,0.017929
0.204525,-0.045000,0.300000,-0.229614,-0.437827,0.035957,0.003334
0.205050,-0.045000,0.305000,-0.229011,-0.418634,0.005048,-0.011500
0.205625,-0.045000,0.310000,-0.228354,-0.398179,-0.027238,-0.026587
0.206250,-0.045000,0.315000,-0.227645,-0.376399,-0.060993,-0.041992
0.206925,-0.045000,0.320000,-0.226883,-0.353216,-0.096392,-0.057645
0.207650,-0.045000,0.325000,-0.226071,-0.328529,-0.133551,-0.073673
0.208425,-0.045000,0.330000,-0.225209,-0.302211,-0.172678,-0.090087
0.209250,-0.045000,0.335000,-0.224298,-0.274103,-0.214021,-0.106932
0.210125,-0.045000,0.340000,-0.223340,-0.243996,-0.257887,-0.124268
0.211050,-0.045000,0.345000,-0.222336,-0.211618,-0.304670,-0.142189
0.212025,-0.045000,0.350000,-0.221288,-0.176601,-0.354891,-0.160827
0.211600,-0.040000,0.150000,-0.197781,-0.482076,0.533337,0.311277
0.210625,-0.040000,0.155000,-0.198726,-0.499521,0.529315,0.307201
0.209700,-0.040000,0.160000,-0.199632,-0.515608,0.524454,0.302474
0.208825,-0.040000,0.165000,-0.200496,-0.530345,0.518821,0.297020
0.208000,-0.040000,0.170000,-0.201317,-0.543735,0.512464,0.290787
0.207225,-0.040000,0.175000,-0.202095,-0.555809,0.505523,0.283575
0.206500,-0.040000,0.180000,-0.202828,-0.566614,0.498210,0.275068
0.205825,-0.040000,0.185000,-0.203515,-0.575735,0.488738,0.268197
0.205200,-0.040000,0.190000,-0.204155,-0.583111,0.476678,0.263718
0.204625,-0.040000,0.195000,-0.204747,-0.589454,0.465076,0.256703
0.204100,-0.040000,0.200000,-0.205291,-0.594604,0.453207,0.248352
0.203625,-0.040000,0.205000,-0.205786,-0.598489,0.440702,0.239291
0.203200,-0.040000,0.210000,-0.206231,-0.601115,0.427508,0.229629
0.202825,-0.040000,0.215000,-0.206625,-0.602521,0.413743,0.219190
0.202500,-0.040000,0.220000,-0.206967,-0.602641,0.398956,0.208750
0.202225,-0.040000,0.225000,-0.207258,-0.601510,0.383185,0.198265
0.202000,-0.040000,0.230000,-0.207496,-0.599165,0.366512,0.187618
0.201825,-0.040000,0.235000,-0.207682,-0.595644,0.349026,0.176667
0.201700,-0.040000,0.240000,-0.207815,-0.590975,0.330784,0.165317
0.201625,-0.040000,0.245000,-0.207895,-0.585172,0.311765,0.153605
0.201600,-0.040000,0.250000,-0.207921,-0.578249,0.291943,0.141565
0.201625,-0.040000,0.255000,-0.207895,-0.570216,0.271297,0.129220
0.201700,-0.040000,0.260000,-0.207815,-0.561085,0.249806,0.116587
0.201825,-0.040000,0.265000,-0.207682,-0.550860,0.227446,0.103678
0.202000,-0.040000,0.270000,-0.207496,-0.539548,0.204188,0.090507
0.202225,-0.040000,0.275000,-0.207258,-0.527146,0.180000,0.077081
0.202500,-0.040000,0.280000,-0.206967,-0.513653,0.154850,0.063400
0.202825,-0.040000,0.285000,-0.206625,-0.499059,0.128689,0.049476
0.203200,-0.040000,0.290000,-0.206231,-0.483348,0.101444,0.035359
0.203625,-0.040000,0.295000,-0.205786,-0.466501,0.073085,0.020994
0.204100,-0.040000,0.300000,-0.205291,-0.448490,0.043539,0.006391
0.204625,-0.040000,0.305000,-0.204747,-0.429277,0.012714,-0.008432
0.205200,-0.040000,0.310000,-0.204155,-0.408816,-0.019456,-0.023534
0.205825,-0.040000,0.315000,-0.203515,-0.387046,-0.053118,-0.038855
0.206500,-0.040000,0.320000,-0.202828,-0.363890,-0.088350,-0.054523
0.207225,-0.040000,0.325000,-0.202095,-0.339251,-0.125322,-0.070535
0.208000,-0.040000,0.330000,-0.201317,-0.313008,-0.164229,-0.086919
0.208825,-0.040000,0.335000,-0.200496,-0.285007,-0.205310,-0.103717
0.209700,-0.040000,0.340000,-0.199632,-0.255049,-0.248861,-0.120988
0.210625,-0.040000,0.345000,-0.198726,-0.222873,-0.295260,-0.138818
0.211600,-0.040000,0.350000,-0.197781,-0.188130,-0.345004,-0.157331
0.211225,-0.035000,0.150000,-0.173906,-0.492536,0.540230,0.315155
0.210250,-0.035000,0.155000,-0.174744,-0.510069,0.536266,0.310919
0.209325,-0.035000,0.160000,-0.175547,-0.526233,0.531463,0.306030
0.208450,-0.035000,0.165000,-0.176312,-0.541012,0.525808,0.300530
0.207625,-0.035000,0.170000,-0.177041,-0.554428,0.519409,0.294281
0.206850,-0.035000,0.175000,-0.177730,-0.566515,0.512418,0.287063
0.206125,-0.035000,0.180000,-0.178380,-0.577317,0.505023,0.278599
0.205450,-0.035000,0.185000,-0.178989,-0.586449,0.495591,0.271564
0.204825,-0.035000,0.190000,-0.179557,-0.593814,0.483551,0.266946
0.204250,-0.035000,0.195000,-0.180082,-0.600140,0.471964,0.259804
0.203725,-0.035000,0.200000,-0.180565,-0.605256,0.460071,0.251390
0.203250,-0.035000,0.205000,-0.181004,-0.609100,0.447535,0.242279
0.202825,-0.035000,0.210000,-0.181398,-0.611680,0.434322,0.232550
0.202450,-0.035000,0.215000,-0.181747,-0.613051,0.420625,0.221901
0.202125,-0.035000,0.220000,-0.182051,-0.613070,0.405583,0.211793
0.201850,-0.035000,0.225000,-0.182309,-0.611882,0.389826,0.201195
0.201625,-0.035000,0.230000,-0.182521,-0.609469,0.373120,0.190519
0.201450,-0.035000,0.235000,-0.182686,-0.605879,0.355618,0.179514
0.201325,-0.035000,0.240000,-0.182803,-0.601139,0.337359,0.168121
0.201250,-0.035000,0.245000,-0.182874,-0.595264,0.318320,0.156376
0.201225,-0.035000,0.250000,-0.182898,-0.588267,0.298477,0.144316
0.201250,-0.035000,0.255000,-0.182874,-0.580162,0.277814,0.131955
0.201325,-0.035000,0.260000,-0.182803,-0.570958,0.256310,0.119308
0.201450,-0.035000,0.265000,-0.182685,-0.560665,0.233944,0.106387
0.201625,-0.035000,0.270000,-0.182521,-0.549286,0.210686,0.093204
0.201850,-0.035000,0.275000,-0.182309,-0.536823,0.186508,0.079766
0.202125,-0.035000,0.280000,-0.182051,-0.523272,0.161378,0.066067
0.202450,-0.035000,0.285000,-0.181747,-0.508625,0.135233,0.052155
0.202825,-0.035000,0.290000,-0.181398,-0.492868,0.108029,0.038022
0.203250,-0.035000,0.295000,-0.181004,-0.475982,0.079727,0.023634
0.203725,-0.035000,0.300000,-0.180565,-0.457940,0.050226,0.009059
0.204250,-0.035000,0.305000,-0.180082,-0.438706,0.019472,-0.005756
0.204825,-0.035000,0.310000,-0.179557,-0.418236,-0.012651,-0.020767
0.205450,-0.035000,0.315000,-0.178989,-0.396469,-0.046187,-0.036115
0.206125,-0.035000,0.320000,-0.178380,-0.373332,-0.081282,-0.051780
0.206850,-0.035000,0.325000,-0.177730,-0.348731,-0.118093,-0.067782
0.207625,-0.035000,0.330000,-0.177041,-0.322548,-0.156812,-0.084143
0.208450,-0.035000,0.335000,-0.176312,-0.294635,-0.197668,-0.100903
0.209325,-0.035000,0.340000,-0.175547,-0.264800,-0.240951,-0.118119
0.210250,-0.035000,0.345000,-0.174744,-0.232792,-0.287023,-0.135872
0.211225,-0.035000,0.350000,-0.173906,-0.198277,-0.336361,-0.154281
0.210900,-0.030000,0.150000,-0.149701,-0.501747,0.546431,0.318206
0.209925,-0.030000,0.155000,-0.150428,-0.519339,0.542449,0.313942
0.209000,-0.030000,0.160000,-0.151123,-0.535558,0.537655,0.308971
0.208125,-0.030000,0.165000,-0.151787,-0.550393,0.532056,0.303314
0.207300,-0.030000,0.170000,-0.152418,-0.563832,0.525631,0.297029
0.206525,-0.030000,0.175000,-0.153016,-0.575919,0.518555,0.289869
0.205800,-0.030000,0.180000,-0.153580,-0.586709,0.511063,0.281479
0.205125,-0.030000,0.185000,-0.154108,-0.595859,0.501712,0.274226
0.204500,-0.030000,0.190000,-0.154601,-0.603225,0.489742,0.269402
0.203925,-0.030000,0.195000,-0.155056,-0.609542,0.478206,0.262083
0.203400,-0.030000,0.200000,-0.155475,-0.614627,0.466294,0.253607
0.202925,-0.030000,0.205000,-0.155855,-0.618428,0.453721,0.244465
0.202500,-0.030000,0.210000,-0.156198,-0.620961,0.440476,0.234699
0.202125,-0.030000,0.215000,-0.156501,-0.622255,0.426613,0.224237
0.201800,-0.030000,0.220000,-0.156764,-0.622213,0.411513,0.214141
0.201525,-0.030000,0.225000,-0.156988,-0.620976,0.395788,0.203406
0.201300,-0.030000,0.230000,-0.157171,-0.618496,0.379033,0.192732
0.201125,-0.030000,0.235000,-0.157315,-0.614843,0.361513,0.181686
0.201000,-0.030000,0.240000,-0.157417,-0.610036,0.343230,0.170265
0.200925,-0.030000,0.245000,-0.157478,-0.604092,0.324159,0.158514
0.200900,-0.030000,0.250000,-0.157499,-0.597026,0.304284,0.146456
0.200925,-0.030000,0.255000,-0.157478,-0.588852,0.283591,0.134102
0.201000,-0.030000,0.260000,-0.157417,-0.579581,0.262060,0.121467
0.201125,-0.030000,0.265000,-0.157315,-0.569223,0.239671,0.108560
0.201300,-0.030000,0.270000,-0.157171,-0.557782,0.216399,0.095390
0.201525,-0.030000,0.275000,-0.156988,-0.545260,0.192215,0.081960
0.201800,-0.030000,0.280000,-0.156764,-0.531655,0.167088,0.068273
0.202125,-0.030000,0.285000,-0.156501,-0.516958,0.140946,0.054385
0.202500,-0.030000,0.290000,-0.156198,-0.501158,0.113779,0.040231
0.202925,-0.030000,0.295000,-0.155855,-0.484234,0.085486,0.025897
0.203400,-0.030000,0.300000,-0.155475,-0.466162,0.056018,0.011351
0.203925,-0.030000,0.305000,-0.155056,-0.446908,0.025270,-0.003353
0.204500,-0.030000,0.310000,-0.154601,-0.426426,-0.006757,-0.018398
0.205125,-0.030000,0.315000,-0.154108,-0.404659,-0.040196,-0.033750
0.205800,-0.030000,0.320000,-0.153580,-0.381535,-0.075175,-0.049417
0.206525,-0.030000,0.325000,-0.153016,-0.356963,-0.111851,-0.065409
0.207300,-0.030000,0.330000,-0.152418,-0.330828,-0.150411,-0.081751
0.208125,-0.030000,0.335000,-0.151787,-0.302986,-0.191078,-0.098481
0.209000,-0.030000,0.340000,-0.151123,-0.273251,-0.234133,-0.115652
0.209925,-0.030000,0.345000,-0.150428,-0.241382,-0.279930,-0.133343
0.210900,-0.030000,0.350000,-0.149701,-0.207055,-0.328928,-0.151666
0.210625,-0.025000,0.150000,-0.125207,-0.509692,0.551994,0.320327
0.209650,-0.025000,0.155000,-0.125818,-0.527336,0.548006,0.316021
0.208725,-0.025000,0.160000,-0.126403,-0.543587,0.543174,0.311055
0.207850,-0.025000,0.165000,-0.126962,-0.558449,0.537550,0.305374
0.207025,-0.025000,0.170000,-0.127493,-0.571918,0.531141,0.298998
0.206250,-0.025000,0.175000,-0.127997,-0.583995,0.523968,0.291923
0.205525,-0.025000,0.180000,-0.128471,-0.594765,0.516363,0.283644
0.204850,-0.025000,0.185000,-0.128916,-0.603952,0.507176,0.276048
0.204225,-0.025000,0.190000,-0.129330,-0.611334,0.495339,0.270924
0.203650,-0.025000,0.195000,-0.129714,-0.617649,0.483886,0.263388
0.203125,-0.025000,0.200000,-0.130066,-0.622702,0.471954,0.254861
0.202650,-0.025000,0.205000,-0.130386,-0.626459,0.459332,0.245716
0.202225,-0.025000,0.210000,-0.130674,-0.628941,0.446026,0.235967
0.201850,-0.025000,0.215000,-0.130930,-0.630135,0.431872,0.225911
0.201525,-0.025000,0.220000,-0.131152,-0.630063,0.416861,0.215588
0.201250,-0.025000,0.225000,-0.131340,-0.628773,0.401116,0.204813
0.201025,-0.025000,0.230000,-0.131494,-0.626232,0.384317,0.194142
0.200850,-0.025000,0.235000,-0.131615,-0.622518,0.366769,0.183074
0.200725,-0.025000,0.240000,-0.131701,-0.617648,0.348450,0.171654
0.200650,-0.025000,0.245000,-0.131753,-0.611639,0.329335,0.159922
0.200625,-0.025000,0.250000,-0.131770,-0.604508,0.309416,0.147889
0.200650,-0.025000,0.255000,-0.131753,-0.596269,0.288677,0.135572
0.200725,-0.025000,0.260000,-0.131701,-0.586936,0.267101,0.122981
0.200850,-0.025000,0.265000,-0.131615,-0.576516,0.244671,0.110123
0.201025,-0.025000,0.270000,-0.131494,-0.565018,0.221363,0.097000
0.201250,-0.025000,0.275000,-0.131340,-0.552442,0.197154,0.083613
0.201525,-0.025000,0.280000,-0.131152,-0.538786,0.172002,0.069978
0.201850,-0.025000,0.285000,-0.130930,-0.524044,0.145855,0.056122
0.202225,-0.025000,0.290000,-0.130674,-0.508203,0.118675,0.042030
0.202650,-0.025000,0.295000,-0.130386,-0.491245,0.090390,0.027737
0.203125,-0.025000,0.300000,-0.130066,-0.473144,0.060871,0.013367
0.203650,-0.025000,0.305000,-0.129714,-0.453869,0.030191,-0.001369
0.204225,-0.025000,0.310000,-0.129330,-0.433376,-0.001773,-0.016415
0.204850,-0.025000,0.315000,-0.128915,-0.411607,-0.035132,-0.031768
0.205525,-0.025000,0.320000,-0.128471,-0.388492,-0.070019,-0.047428
0.206250,-0.025000,0.325000,-0.127997,-0.363941,-0.106586,-0.063410
0.207025,-0.025000,0.330000,-0.127493,-0.337843,-0.145014,-0.079736
0.207850,-0.025000,0.335000,-0.126962,-0.310058,-0.185525,-0.096442
0.208725,-0.025000,0.340000,-0.126403,-0.280404,-0.228392,-0.113579
0.209650,-0.025000,0.345000,-0.125818,-0.248646,-0.273961,-0.131219
0.210625,-0.025000,0.350000,-0.125207,-0.214471,-0.322679,-0.149474
0.210400,-0.020000,0.150000,-0.100467,-0.516327,0.556861,0.321594
0.209425,-0.020000,0.155000,-0.100960,-0.534019,0.552892,0.317212
0.208500,-0.020000,0.160000,-0.101432,-0.550306,0.548068,0.312184
0.207625,-0.020000,0.165000,-0.101882,-0.565179,0.542389,0.306537
0.206800,-0.020000,0.170000,-0.102311,-0.578654,0.535939,0.300170
0.206025,-0.020000,0.175000,-0.102717,-0.590726,0.528705,0.293131
0.205300,-0.020000,0.180000,-0.103099,-0.601461,0.520947,0.285036
0.204625,-0.020000,0.185000,-0.103458,-0.610731,0.512121,0.276792
0.204000,-0.020000,0.190000,-0.103792,-0.618147,0.500497,0.271251
0.203425,-0.020000,0.195000,-0.104102,-0.624457,0.489113,0.263529
0.202900,-0.020000,0.200000,-0.104386,-0.629472,0.477136,0.255001
0.202425,-0.020000,0.205000,-0.104645,-0.633182,0.464446,0.245893
0.202000,-0.020000,0.210000,-0.104877,-0.635604,0.451031,0.236251
0.201625,-0.020000,0.215000,-0.105083,-0.636748,0.436831,0.226201
0.201300,-0.020000,0.220000,-0.105262,-0.636620,0.421751,0.215922
0.201025,-0.020000,0.225000,-0.105414,-0.635256,0.405856,0.205332
0.200800,-0.020000,0.230000,-0.105539,-0.632661,0.389026,0.194648
0.200625,-0.020000,0.235000,-0.105636,-0.628891,0.371444,0.183577
0.200500,-0.020000,0.240000,-0.105705,-0.623961,0.353073,0.172189
0.200425,-0.020000,0.245000,-0.105747,-0.617892,0.333907,0.160491
0.200400,-0.020000,0.250000,-0.105761,-0.610701,0.313934,0.148506
0.200425,-0.020000,0.255000,-0.105747,-0.602403,0.293136,0.136251
0.200500,-0.020000,0.260000,-0.105705,-0.593010,0.271498,0.123736
0.200625,-0.020000,0.265000,-0.105636,-0.582534,0.249004,0.110964
0.200800,-0.020000,0.270000,-0.105539,-0.570981,0.225637,0.097932
0.201025,-0.020000,0.275000,-0.105414,-0.558355,0.201374,0.084633
0.201300,-0.020000,0.280000,-0.105262,-0.544653,0.176164,0.071108
0.201625,-0.020000,0.285000,-0.105083,-0.529868,0.149978,0.057337
0.202000,-0.020000,0.290000,-0.104877,-0.513991,0.122788,0.043291
0.202425,-0.020000,0.295000,-0.104645,-0.496998,0.094371,0.029293
0.202900,-0.020000,0.300000,-0.104386,-0.478873,0.064891,0.014907
0.203425,-0.020000,0.305000,-0.104102,-0.459581,0.034241,0.000191
0.204000,-0.020000,0.310000,-0.103792,-0.439076,0.002319,-0.014837
0.204625,-0.020000,0.315000,-0.103458,-0.417304,-0.030988,-0.030171
0.205300,-0.020000,0.320000,-0.103099,-0.394194,-0.065806,-0.045816
0.206025,-0.020000,0.325000,-0.102717,-0.369659,-0.102287,-0.061784
0.206800,-0.020000,0.330000,-0.102311,-0.343590,-0.140611,-0.078096
0.207625,-0.020000,0.335000,-0.101882,-0.315848,-0.180996,-0.094783
0.208500,-0.020000,0.340000,-0.101432,-0.286257,-0.223713,-0.111892
0.209425,-0.020000,0.345000,-0.100960,-0.254587,-0.269100,-0.129493
0.210400,-0.020000,0.350000,-0.100467,-0.220532,-0.317592,-0.147696
0.210225,-0.015000,0.150000,-0.075528,-0.521605,0.560957,0.322108
0.209250,-0.015000,0.155000,-0.075900,-0.539328,0.556987,0.317691
0.208325,-0.015000,0.160000,-0.076256,-0.555650,0.552198,0.312568
0.207450,-0.015000,0.165000,-0.076596,-0.570544,0.546530,0.306860
0.206625,-0.015000,0.170000,-0.076919,-0.584012,0.540011,0.300555
0.205850,-0.015000,0.175000,-0.077226,-0.596082,0.532749,0.293511
0.205125,-0.015000,0.180000,-0.077514,-0.606785,0.524862,0.285572
0.204450,-0.015000,0.185000,-0.077785,-0.616219,0.516742,0.276129
0.203825,-0.015000,0.190000,-0.078037,-0.623693,0.505434,0.270015
0.203250,-0.015000,0.195000,-0.078271,-0.629959,0.493967,0.262363
0.202725,-0.015000,0.200000,-0.078486,-0.634919,0.481868,0.253970
0.202250,-0.015000,0.205000,-0.078681,-0.638577,0.469085,0.244950
0.201825,-0.015000,0.210000,-0.078856,-0.640937,0.455536,0.235466
0.201450,-0.015000,0.215000,-0.079012,-0.642036,0.441300,0.225410
0.201125,-0.015000,0.220000,-0.079147,-0.641846,0.426107,0.215261
0.200850,-0.015000,0.225000,-0.079262,-0.640407,0.410031,0.204916
0.200625,-0.015000,0.230000,-0.079356,-0.637762,0.393159,0.194248
0.200450,-0.015000,0.235000,-0.079429,-0.633940,0.375525,0.183211
0.200325,-0.015000,0.240000,-0.079482,-0.628957,0.357101,0.171862
0.200250,-0.015000,0.245000,-0.079513,-0.622835,0.337887,0.160201
0.200225,-0.015000,0.250000,-0.079524,-0.615591,0.317861,0.148264
0.200250,-0.015000,0.255000,-0.079513,-0.607240,0.297007,0.136069
0.200325,-0.015000,0.260000,-0.079482,-0.597795,0.275307,0.123630
0.200450,-0.015000,0.265000,-0.079429,-0.587268,0.252742,0.110958
0.200625,-0.015000,0.270000,-0.079356,-0.575666,0.229297,0.098044
